,,,
VD=,2.5,to,7.5
162,4.11,0.00029122,
163,4.12,0.00029129,
164,4.13,0.00029135,
165,4.14,0.00029133,
166,4.15,0.00029139,
167,4.16,0.00029149,
168,4.17,0.0002915,
169,4.18,0.00029155,
170,4.19,0.00029164,
171,4.2,0.00029168,
172,4.21,0.00029171,
173,4.22,0.00029175,
174,4.23,0.00029184,
175,4.24,0.00029186,
176,4.25,0.00029185,
177,4.26,0.00029195,
178,4.27,0.000292,
179,4.28,0.00029199,
180,4.29,0.00029203,
181,4.3,0.00029212,
182,4.31,0.00029217,
183,4.32,0.00029216,
184,4.33,0.0002922,
185,4.34,0.00029226,
186,4.35,0.00029229,
187,4.36,0.00029232,
188,4.37,0.00029236,
189,4.38,0.00029243,
190,4.39,0.00029239,
191,4.4,0.00029248,
192,4.41,0.00029257,
193,4.42,0.00029257,
194,4.43,0.00029258,
195,4.44,0.00029264,
196,4.45,0.00029269,
197,4.46,0.00029267,
198,4.47,0.0002927,
199,4.48,0.00029279,
200,4.49,0.00029282,
201,4.5,0.00029283,
202,4.51,0.00029288,
203,4.52,0.00029295,
204,4.53,0.00029296,
205,4.54,0.00029294,
206,4.55,0.00029304,
207,4.56,0.00029312,
208,4.57,0.00029311,
209,4.58,0.00029312,
210,4.59,0.0002932,
211,4.6,0.00029322,
212,4.61,0.00029325,
213,4.62,0.00029325,
214,4.63,0.00029334,
215,4.64,0.00029333,
216,4.65,0.00029334,
217,4.66,0.00029341,
218,4.67,0.00029343,
219,4.68,0.00029344,
220,4.69,0.00029348,
221,4.7,0.00029354,
222,4.71,0.0002936,
223,4.72,0.00029356,
224,4.73,0.00029366,
225,4.74,0.0002937,
226,4.75,0.0002937,
227,4.76,0.00029372,
228,4.77,0.00029378,
229,4.78,0.00029382,
230,4.79,0.0002938,
231,4.8,0.00029385,
232,4.81,0.0002939,
233,4.82,0.00029391,
234,4.83,0.00029391,
235,4.84,0.00029396,
236,4.85,0.00029401,
237,4.86,0.00029402,
238,4.87,0.00029408,
239,4.88,0.00029414,
240,4.89,0.00029412,
241,4.9,0.00029416,
242,4.91,0.00029418,
243,4.92,0.00029424,
244,4.93,0.00029423,
245,4.94,0.00029425,
246,4.95,0.00029435,
247,4.96,0.00029436,
248,4.97,0.00029436,
249,4.98,0.0002944,
250,4.99,0.00029444,
251,5,0.00029445,
252,5.01,0.00029444,
253,5.02,0.00029454,
254,5.03,0.00029459,
255,5.04,0.00029457,
256,5.05,0.0002946,
257,5.06,0.00029468,
258,5.07,0.00029467,
259,5.08,0.00029466,
260,5.09,0.0002947,
261,5.1,0.00029475,
262,5.11,0.00029473,
263,5.12,0.00029476,
264,5.13,0.00029483,
265,5.14,0.00029487,
266,5.15,0.00029486,
267,5.16,0.00029488,
268,5.17,0.00029496,
269,5.18,0.000295,
270,5.19,0.000295,
271,5.2,0.00029505,
272,5.21,0.00029509,
273,5.22,0.0002951,
274,5.23,0.00029507,
275,5.24,0.00029512,
276,5.25,0.00029517,
277,5.26,0.00029515,
278,5.27,0.00029519,
279,5.28,0.00029522,
280,5.29,0.00029523,
281,5.3,0.00029528,
282,5.31,0.00029536,
283,5.32,0.00029539,
284,5.33,0.00029538,
285,5.34,0.00029535,
286,5.35,0.00029545,
287,5.36,0.00029545,
288,5.37,0.00029546,
289,5.38,0.00029549,
290,5.39,0.00029557,
291,5.4,0.00029554,
292,5.41,0.00029557,
293,5.42,0.00029563,
294,5.43,0.00029567,
295,5.44,0.00029563,
296,5.45,0.00029569,
297,5.46,0.00029575,
298,5.47,0.00029576,
299,5.48,0.00029572,
300,5.49,0.00029586,
301,5.5,0.00029588,
302,5.51,0.00029585,
303,5.52,0.00029585,
304,5.53,0.00029593,
305,5.54,0.00029594,
306,5.55,0.00029593,
307,5.56,0.00029596,
308,5.57,0.000296,
309,5.58,0.00029602,
310,5.59,0.000296,
311,5.6,0.00029609,
312,5.61,0.00029615,
313,5.62,0.00029612,
314,5.63,0.00029615,
315,5.64,0.00029624,
316,5.65,0.00029622,
317,5.66,0.00029621,
318,5.67,0.00029628,
319,5.68,0.00029631,
320,5.69,0.00029627,
321,5.7,0.00029629,
322,5.71,0.00029639,
323,5.72,0.00029641,
324,5.73,0.00029641,
325,5.74,0.00029641,
326,5.75,0.00029647,
327,5.76,0.00029646,
328,5.77,0.00029646,
329,5.78,0.00029652,
330,5.79,0.00029659,
331,5.8,0.00029655,
332,5.81,0.00029657,
333,5.82,0.00029664,
334,5.83,0.00029665,
335,5.84,0.00029665,
336,5.85,0.0002967,
337,5.86,0.00029675,
338,5.87,0.00029675,
339,5.88,0.00029676,
340,5.89,0.00029679,
341,5.9,0.00029685,
342,5.91,0.00029684,
343,5.92,0.00029685,
344,5.93,0.0002969,
345,5.94,0.00029693,
346,5.95,0.0002969,
347,5.96,0.00029696,
348,5.97,0.000297,
349,5.98,0.000297,
350,5.99,0.00029703,
351,6,0.00029712,
352,6.01,0.00029713,
353,6.02,0.00029713,
354,6.03,0.00029714,
355,6.04,0.00029722,
356,6.05,0.00029721,
357,6.06,0.00029722,
358,6.07,0.00029728,
359,6.08,0.0002973,
360,6.09,0.00029725,
361,6.1,0.00029732,
362,6.11,0.00029737,
363,6.12,0.00029739,
364,6.13,0.00029739,
365,6.14,0.00029743,
366,6.15,0.00029745,
367,6.16,0.00029746,
368,6.17,0.0002975,
369,6.18,0.00029755,
370,6.19,0.00029759,
371,6.2,0.00029758,
372,6.21,0.00029761,
373,6.22,0.00029768,
374,6.23,0.00029766,
375,6.24,0.00029772,
376,6.25,0.00029773,
377,6.26,0.00029778,
378,6.27,0.00029774,
379,6.28,0.00029777,
380,6.29,0.00029782,
381,6.3,0.00029789,
382,6.31,0.00029784,
383,6.32,0.0002979,
384,6.33,0.00029796,
385,6.34,0.00029794,
386,6.35,0.00029798,
387,6.36,0.00029802,
388,6.37,0.00029808,
389,6.38,0.00029808,
390,6.39,0.00029807,
391,6.4,0.00029819,
392,6.41,0.00029816,
393,6.42,0.00029815,
394,6.43,0.00029825,
395,6.44,0.00029832,
396,6.45,0.00029826,
397,6.46,0.00029829,
398,6.47,0.00029839,
399,6.48,0.00029839,
400,6.49,0.0002984,
401,6.5,0.00029843,
402,6.51,0.00029849,
403,6.52,0.0002985,
404,6.53,0.00029849,
405,6.54,0.00029857,
406,6.55,0.00029858,
407,6.56,0.00029858,
408,6.57,0.00029861,
409,6.58,0.00029867,
410,6.59,0.0002987,
411,6.6,0.00029872,
412,6.61,0.00029876,
413,6.62,0.00029881,
414,6.63,0.00029885,
415,6.64,0.00029886,
416,6.65,0.00029892,
417,6.66,0.00029896,
418,6.67,0.00029897,
419,6.68,0.00029901,
420,6.69,0.00029908,
421,6.7,0.0002991,
422,6.71,0.00029907,
423,6.72,0.00029915,
424,6.73,0.00029921,
425,6.74,0.00029922,
426,6.75,0.00029924,
427,6.76,0.0002993,
428,6.77,0.00029933,
429,6.78,0.00029933,
430,6.79,0.00029941,
431,6.8,0.00029945,
432,6.81,0.00029945,
433,6.82,0.00029945,
434,6.83,0.00029956,
435,6.84,0.0002996,
436,6.85,0.00029961,
437,6.86,0.00029963,
438,6.87,0.00029974,
439,6.88,0.00029977,
440,6.89,0.00029976,
441,6.9,0.00029984,
442,6.91,0.00029994,
443,6.92,0.00029994,
444,6.93,0.00029994,
445,6.94,0.00030005,
446,6.95,0.0003001,
447,6.96,0.00030009,
448,6.97,0.00030016,
449,6.98,0.00030021,
450,6.99,0.00030023,
451,7,0.00030025,
452,7.01,0.00030035,
453,7.02,0.00030044,
454,7.03,0.00030042,
455,7.04,0.00030047,
456,7.05,0.00030054,
457,7.06,0.0003006,
458,7.07,0.00030059,
459,7.08,0.0003007,
460,7.09,0.00030076,
461,7.1,0.00030076,
462,7.11,0.00030079,
463,7.12,0.00030093,
464,7.13,0.000301,
465,7.14,0.000301,
466,7.15,0.00030107,
467,7.16,0.00030118,
468,7.17,0.00030121,
469,7.18,0.00030121,
470,7.19,0.00030131,
471,7.2,0.00030141,
472,7.21,0.00030143,
473,7.22,0.00030149,
474,7.23,0.00030157,
475,7.24,0.00030167,
476,7.25,0.00030168,
477,7.26,0.00030174,
478,7.27,0.00030189,
479,7.28,0.00030188,
480,7.29,0.00030194,
481,7.3,0.00030207,
482,7.31,0.00030214,
483,7.32,0.00030215,
484,7.33,0.00030226,
485,7.34,0.00030237,
486,7.35,0.00030246,
487,7.36,0.00030249,
488,7.37,0.00030257,
489,7.38,0.00030267,
490,7.39,0.00030273,
491,7.4,0.00030278,
492,7.41,0.0003029,
493,7.42,0.00030299,
494,7.43,0.00030304,
495,7.44,0.00030314,
496,7.45,0.00030328,
497,7.46,0.00030334,
498,7.47,0.0003034,
499,7.48,0.00030353,
500,7.49,0.00030363,
501,7.5,0.00030367,
