,,,
VG=,0.5,to,5.5
216,2.65,3.9591E-06,
217,2.66,4.0106E-06,
218,2.67,4.0157E-06,
219,2.68,4.0383E-06,
220,2.69,4.106E-06,
221,2.7,4.136E-06,
222,2.71,4.1415E-06,
223,2.72,4.1908E-06,
224,2.73,4.2495E-06,
225,2.74,4.2608E-06,
226,2.75,4.2745E-06,
227,2.76,4.342E-06,
228,2.77,4.382E-06,
229,2.78,4.3861E-06,
230,2.79,4.4194E-06,
231,2.8,4.484E-06,
232,2.81,4.5068E-06,
233,2.82,4.5151E-06,
234,2.83,4.567E-06,
235,2.84,4.6216E-06,
236,2.85,4.6246E-06,
237,2.86,4.6462E-06,
238,2.87,4.7152E-06,
239,2.88,4.7469E-06,
240,2.89,4.7523E-06,
241,2.9,4.795E-06,
242,2.91,4.8544E-06,
243,2.92,4.8714E-06,
244,2.93,4.8811E-06,
245,2.94,4.9451E-06,
246,2.95,4.9849E-06,
247,2.96,4.989E-06,
248,2.97,5.0206E-06,
249,2.98,5.0834E-06,
250,2.99,5.1089E-06,
251,3,5.1117E-06,
252,3.01,5.1629E-06,
253,3.02,5.2227E-06,
254,3.03,5.226E-06,
255,3.04,5.2442E-06,
256,3.05,5.309E-06,
257,3.06,5.3456E-06,
258,3.07,5.3506E-06,
259,3.08,5.3863E-06,
260,3.09,5.4521E-06,
261,3.1,5.4654E-06,
262,3.11,5.4729E-06,
263,3.12,5.5304E-06,
264,3.13,5.5797E-06,
265,3.14,5.5823E-06,
266,3.15,5.6044E-06,
267,3.16,5.671E-06,
268,3.17,5.6974E-06,
269,3.18,5.7007E-06,
270,3.19,5.749E-06,
271,3.2,5.8058E-06,
272,3.21,5.8147E-06,
273,3.22,5.827E-06,
274,3.23,5.8917E-06,
275,3.24,5.9303E-06,
276,3.25,5.9315E-06,
277,3.26,5.9643E-06,
278,3.27,6.0267E-06,
279,3.28,6.0468E-06,
280,3.29,6.0524E-06,
281,3.3,6.1046E-06,
282,3.31,6.156E-06,
283,3.32,6.1562E-06,
284,3.33,6.1782E-06,
285,3.34,6.2432E-06,
286,3.35,6.2724E-06,
287,3.36,6.2755E-06,
288,3.37,6.3175E-06,
289,3.38,6.377E-06,
290,3.39,6.389E-06,
291,3.4,6.3965E-06,
292,3.41,6.4589E-06,
293,3.42,6.4958E-06,
294,3.43,6.4974E-06,
295,3.44,6.5289E-06,
296,3.45,6.588E-06,
297,3.46,6.6113E-06,
298,3.47,6.613E-06,
299,3.48,6.6626E-06,
300,3.49,6.7186E-06,
301,3.5,6.7188E-06,
302,3.51,6.7348E-06,
303,3.52,6.7985E-06,
304,3.53,6.8309E-06,
305,3.54,6.8343E-06,
306,3.55,6.8696E-06,
307,3.56,6.9317E-06,
308,3.57,6.9434E-06,
309,3.58,6.9474E-06,
310,3.59,7.0083E-06,
311,3.6,7.0494E-06,
312,3.61,7.0494E-06,
313,3.62,7.0702E-06,
314,3.63,7.1338E-06,
315,3.64,7.1609E-06,
316,3.65,7.1594E-06,
317,3.66,7.2055E-06,
318,3.67,7.2602E-06,
319,3.68,7.2653E-06,
320,3.69,7.2788E-06,
321,3.7,7.3383E-06,
322,3.71,7.3742E-06,
323,3.72,7.3725E-06,
324,3.73,7.4042E-06,
325,3.74,7.4657E-06,
326,3.75,7.4813E-06,
327,3.76,7.4854E-06,
328,3.77,7.5348E-06,
329,3.78,7.5841E-06,
330,3.79,7.5806E-06,
331,3.8,7.5998E-06,
332,3.81,7.6626E-06,
333,3.82,7.69E-06,
334,3.83,7.6882E-06,
335,3.84,7.7295E-06,
336,3.85,7.7854E-06,
337,3.86,7.7955E-06,
338,3.87,7.8009E-06,
339,3.88,7.8605E-06,
340,3.89,7.8953E-06,
341,3.9,7.8958E-06,
342,3.91,7.9247E-06,
343,3.92,7.9802E-06,
344,3.93,7.9997E-06,
345,3.94,7.9982E-06,
346,3.95,8.0483E-06,
347,3.96,8.0985E-06,
348,3.97,8.0965E-06,
349,3.98,8.1107E-06,
350,3.99,8.171E-06,
351,4,8.2E-06,
352,4.01,8.2018E-06,
353,4.02,8.2357E-06,
354,4.03,8.2924E-06,
355,4.04,8.3024E-06,
356,4.05,8.3032E-06,
357,4.06,8.3616E-06,
358,4.07,8.3996E-06,
359,4.08,8.3963E-06,
360,4.09,8.4162E-06,
361,4.1,8.477E-06,
362,4.11,8.5012E-06,
363,4.12,8.4948E-06,
364,4.13,8.5405E-06,
365,4.14,8.5913E-06,
366,4.15,8.592E-06,
367,4.16,8.6047E-06,
368,4.17,8.6611E-06,
369,4.18,8.6938E-06,
370,4.19,8.6893E-06,
371,4.2,8.7189E-06,
372,4.21,8.7786E-06,
373,4.22,8.7908E-06,
374,4.23,8.7897E-06,
375,4.24,8.8387E-06,
376,4.25,8.8827E-06,
377,4.26,8.8803E-06,
378,4.27,8.8941E-06,
379,4.28,8.9545E-06,
380,4.29,8.9779E-06,
381,4.3,8.9729E-06,
382,4.31,9.0136E-06,
383,4.32,9.0661E-06,
384,4.33,9.0706E-06,
385,4.34,9.074E-06,
386,4.35,9.131E-06,
387,4.36,9.1638E-06,
388,4.37,9.16E-06,
389,4.38,9.1861E-06,
390,4.39,9.2395E-06,
391,4.4,9.2555E-06,
392,4.41,9.2521E-06,
393,4.42,9.2985E-06,
394,4.43,9.3464E-06,
395,4.44,9.3396E-06,
396,4.45,9.3531E-06,
397,4.46,9.4098E-06,
398,4.47,9.4367E-06,
399,4.48,9.4338E-06,
400,4.49,9.4663E-06,
401,4.5,9.5178E-06,
402,4.51,9.5247E-06,
403,4.52,9.5259E-06,
404,4.53,9.5813E-06,
405,4.54,9.6147E-06,
406,4.55,9.6079E-06,
407,4.56,9.6264E-06,
408,4.57,9.6839E-06,
409,4.58,9.7028E-06,
410,4.59,9.6947E-06,
411,4.6,9.7368E-06,
412,4.61,9.7855E-06,
413,4.62,9.7812E-06,
414,4.63,9.791E-06,
415,4.64,9.846E-06,
416,4.65,9.8751E-06,
417,4.66,9.8677E-06,
418,4.67,9.896E-06,
419,4.68,9.9514E-06,
420,4.69,9.96E-06,
421,4.7,9.9562E-06,
422,4.71,1.00039E-05,
423,4.72,1.00428E-05,
424,4.73,1.00357E-05,
425,4.74,1.00486E-05,
426,4.75,1.01061E-05,
427,4.76,1.01253E-05,
428,4.77,1.01162E-05,
429,4.78,1.01585E-05,
430,4.79,1.02041E-05,
431,4.8,1.02062E-05,
432,4.81,1.02065E-05,
433,4.82,1.02602E-05,
434,4.83,1.02906E-05,
435,4.84,1.02828E-05,
436,4.85,1.03062E-05,
437,4.86,1.03585E-05,
438,4.87,1.03693E-05,
439,4.88,1.0363E-05,
440,4.89,1.04067E-05,
441,4.9,1.04509E-05,
442,4.91,1.04412E-05,
443,4.92,1.04503E-05,
444,4.93,1.05066E-05,
445,4.94,1.05274E-05,
446,4.95,1.05235E-05,
447,4.96,1.05536E-05,
448,4.97,1.0601E-05,
449,4.98,1.0604E-05,
450,4.99,1.06026E-05,
451,5,1.0655E-05,
452,5.01,1.0682E-05,
453,5.02,1.06747E-05,
454,5.03,1.06925E-05,
455,5.04,1.07442E-05,
456,5.05,1.07601E-05,
457,5.06,1.07507E-05,
458,5.07,1.07897E-05,
459,5.08,1.0835E-05,
460,5.09,1.08277E-05,
461,5.1,1.08338E-05,
462,5.11,1.08852E-05,
463,5.12,1.0911E-05,
464,5.13,1.09008E-05,
465,5.14,1.0929E-05,
466,5.15,1.09785E-05,
467,5.16,1.09818E-05,
468,5.17,1.09748E-05,
469,5.18,1.10226E-05,
470,5.19,1.10556E-05,
471,5.2,1.10475E-05,
472,5.21,1.10567E-05,
473,5.22,1.11107E-05,
474,5.23,1.11287E-05,
475,5.24,1.11161E-05,
476,5.25,1.11546E-05,
477,5.26,1.11972E-05,
478,5.27,1.11935E-05,
479,5.28,1.11947E-05,
480,5.29,1.12439E-05,
481,5.3,1.12716E-05,
482,5.31,1.12598E-05,
483,5.32,1.12809E-05,
484,5.33,1.13313E-05,
485,5.34,1.13379E-05,
486,5.35,1.13311E-05,
487,5.36,1.13709E-05,
488,5.37,1.1373E-05,
489,5.38,1.1401E-05,
490,5.39,1.1444E-05,
491,5.4,1.1448E-05,
492,5.41,1.1442E-05,
493,5.42,1.1493E-05,
494,5.43,1.1518E-05,
495,5.44,1.1507E-05,
496,5.45,1.1522E-05,
497,5.46,1.157E-05,
498,5.47,1.1585E-05,
499,5.48,1.157E-05,
500,5.49,1.1606E-05,
501,5.5,1.1649E-05,
